0,0,12,24,36,48
25,0.00051282,0.00066667,0.0010583,0.0012448,0.0015152
75,0.0006014,0.00067133,0.00081585,0.0012121,0.0014126
125,0.00055478,0.000662,0.00089044,0.0010117,0.0014312
175,0.00047552,0.00051748,0.00077855,0.00099301,0.0012075
225,0.00034965,0.00045688,0.00080186,0.0009697,0.0011935
275,0.00031235,0.0004289,0.00067599,0.00097902,0.0011515
325,0.00037296,0.00041958,0.0006993,0.00086247,0.0012075
375,0.00034499,0.00041492,0.00057809,0.00086247,0.0011049
425,0.0004289,0.00041492,0.00051282,0.0009697,0.0012168
475,0.00035897,0.00039627,0.00056876,0.00080186,0.0011469
525,0.00032168,0.00027506,0.00049417,0.00077855,0.0011422
575,0.00029371,0.00021911,0.0005035,0.00088578,0.00097902
625,8.8578e-05,0.00011189,0.00024709,0.0006014,0.0008951
675,2.331e-05,3.7296e-05,0.00019114,0.00040559,0.00075524
725,2.331e-05,1.8648e-05,6.993e-05,0.00022378,0.00057809
775,4.662e-06,2.7972e-05,0.00010256,0.00014918,0.00043357
825,0,2.7972e-05,7.4592e-05,0.00019114,0.00037762
875,0,0,1.3986e-05,7.4592e-05,0.00014452
925,0,0,4.662e-06,2.331e-05,6.5268e-05
975,0,0,9.324e-06,1.8648e-05,7.9254e-05
1025,9.324e-06,4.662e-06,1.3986e-05,2.7972e-05,6.993e-05
1075,9.324e-06,2.331e-05,2.331e-05,4.662e-05,0.00011655
1125,4.1958e-05,4.1958e-05,4.1958e-05,4.1958e-05,0.0001352
1175,2.331e-05,2.331e-05,2.7972e-05,6.0606e-05,0.00024709
1225,9.324e-06,2.7972e-05,2.331e-05,0.00011655,0.00036364
1275,0,0,9.324e-06,0.00016317,0.00062005
1325,0,0,3.2634e-05,0.00035897,0.00075058
1375,4.662e-06,1.3986e-05,0.00018182,0.00051282,0.00077389
1425,0.00021445,0.00028438,0.00063869,0.00070396,0.00092308
1475,0.00040559,0.00055944,0.00072261,0.00094172,0.0010723
1525,0.00049883,0.00043823,0.0006993,0.00092774,0.0012075
1575,0.00038695,0.00044755,0.00068531,0.00096037,0.0010862
1625,0.00041958,0.00046154,0.00076457,0.00090909,0.0010862
1675,0.00036364,0.00047086,0.00070862,0.0010023,0.0011422
1725,0.00039627,0.0004662,0.000662,0.00089044,0.0011049
1775,0.00037296,0.00040093,0.00066667,0.0010256,0.0011981
1825,0.00044289,0.00047086,0.0007366,0.001007,0.0012121
1875,0.00041026,0.00049417,0.00073193,0.00090909,0.0012681
25,5.3967e-05,0.00011995,3.2965e-05,4.9777e-05,6.8834e-05
75,6.9462e-05,3.0213e-05,6.8834e-05,0.00012211,4.9777e-05
125,7.6035e-05,4.6151e-05,9.7122e-05,9.7122e-05,0.00016244
175,6.0426e-05,3.0213e-05,6.6912e-05,8.6216e-05,8.7218e-05
225,0.0001297,9.2303e-05,1.7444e-05,6.2894e-05,8.571e-05
275,9.2303e-05,9.9771e-05,8.4175e-05,6.0426e-05,0.00013235
325,4.0104e-05,5.2331e-05,6.0426e-05,0.00011552,0.00012527
375,3.2965e-05,6.5931e-06,3.2965e-05,8.4175e-05,3.4259e-05
425,3.6709e-05,6.4934e-05,0.00010611,9.3007e-05,0.00013845
475,7.7731e-05,6.8834e-05,0.00010793,0.00010973,0.0001317
525,8.9189e-05,4.3234e-05,8.571e-05,0.00015207,6.2894e-05
575,4.9777e-05,1.7444e-05,7.9937e-05,0.00018068,0.00014977
625,5.3967e-05,8.2347e-05,0.00015207,0.00018868,0.0001297
675,6.5931e-06,1.7444e-05,0.00013624,6.8517e-05,1.142e-05
725,6.5931e-06,2.6372e-05,9.8896e-05,0.000203,0.00016522
775,6.5931e-06,2.2839e-05,0.00014505,0.0001814,0.00021333
825,0,2.2839e-05,0.00010549,0.00014187,0.00018128
875,0,0,1.142e-05,7.6035e-05,0.00010611
925,0,0,6.5931e-06,1.7444e-05,3.6709e-05
975,0,0,1.3186e-05,2.6372e-05,8.4175e-05
1025,1.3186e-05,6.5931e-06,1.9779e-05,3.9558e-05,6.9462e-05
1075,1.3186e-05,3.2965e-05,3.2965e-05,5.6331e-05,9.2303e-05
1125,4.9777e-05,5.9338e-05,5.9338e-05,4.9777e-05,0.00012211
1175,2.3772e-05,2.3772e-05,3.9558e-05,4.7543e-05,0.00010854
1225,1.3186e-05,3.0213e-05,2.3772e-05,2.6372e-05,0.00011013
1275,0,0,6.5931e-06,2.8739e-05,0.00012103
1325,0,0,6.5931e-06,8.2611e-05,8.571e-05
1375,6.5931e-06,1.9779e-05,1.9779e-05,9.7122e-05,4.7543e-05
1425,5.7477e-05,4.6151e-05,1.3186e-05,0.00012579,6.3581e-05
1475,0.00012031,6.0426e-05,8.0208e-05,8.4175e-05,0.00010973
1525,4.7543e-05,0.00011552,0.00012352,3.6709e-05,3.4887e-05
1575,8.571e-05,7.4883e-05,1.142e-05,2.3772e-05,6.6912e-05
1625,7.4883e-05,6.9462e-05,5.7477e-05,0.00012561,6.2894e-05
1675,0.00013845,8.8701e-05,2.8739e-05,6.4934e-05,1.7444e-05
1725,7.6035e-05,4.7543e-05,4.0104e-05,6.2894e-05,0.00011013
1775,4.6151e-05,5.3967e-05,4.3234e-05,8.2611e-05,4.6151e-05
1825,0.00015335,8.2611e-05,1.3186e-05,5.2331e-05,7.2524e-05
1875,3.4887e-05,7.43e-05,0.00010611,3.4259e-05,5.1494e-05
